tag,beta,N,T,epsilon,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
N_sweep,5,100,4000,0.15,0.3,23,0.06377994713981015,0.9028449431794733,0.6455,0.20066374929535052,4
N_sweep,5,100,4000,0.15,0.3,24,0.08031051793525598,0.9032533784245483,0.6535,0.2123833561801647,4
N_sweep,5,100,4000,0.15,0.3,25,0.07176950792766784,0.922266290066185,0.764,0.21871483031315359,3
N_sweep,5,100,4000,0.15,0.3,26,0.07780858520421555,0.9279388662205073,0.77675,0.23796323100554387,3
N_sweep,5,100,4000,0.15,0.3,27,0.052552475260956556,0.9243696072222272,0.73925,0.23838065537680264,3
N_sweep,5,100,4000,0.15,0.3,28,0.07337760909250511,0.9211631007912352,0.7305,0.2307544989612015,4
N_sweep,5,100,4000,0.15,0.3,29,0.08328396896863598,0.9117412166340173,0.72025,0.21484959079627225,3
N_sweep,5,200,4000,0.15,0.3,0,0.06173728994503255,0.9000523208852823,0.69675,0.23150390974851837,4
N_sweep,5,200,4000,0.15,0.3,1,0.07410589784488368,0.8961724668244029,0.68275,0.22385709029468212,6
N_sweep,5,200,4000,0.15,0.3,2,0.06743851589738517,0.9024245307659228,0.719,0.21744478307174495,3
N_sweep,5,200,4000,0.15,0.3,3,0.0668772292319796,0.9009714066107026,0.714,0.2573557195329682,3
N_sweep,5,200,4000,0.15,0.3,4,0.06809940109302609,0.8971972859978119,0.6955,0.24147878933034203,4
N_sweep,5,200,4000,0.15,0.3,5,0.0674347959026191,0.8993588840450811,0.703,0.22487687117622696,3
N_sweep,5,200,4000,0.15,0.3,6,0.060675155790454606,0.9060495759396531,0.725,0.2392416901185818,5
N_sweep,5,200,4000,0.15,0.3,7,0.05797663354485264,0.8997957870724135,0.735,0.2586848732362894,12
N_sweep,5,200,4000,0.15,0.3,8,0.08062261212427742,0.9052734854616145,0.7325,0.22009550309485307,4
N_sweep,5,200,4000,0.15,0.3,9,0.0769166617641995,0.9040749929672787,0.72075,0.24036993657820957,4
N_sweep,5,200,4000,0.15,0.3,10,0.07100875443510991,0.9013183009273913,0.70425,0.23296707005331402,4
N_sweep,5,200,4000,0.15,0.3,11,0.0708331031038388,0.896097426751547,0.68125,0.21425210005000742,7
