tag,beta,N,T,epsilon,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
beta_sweep,-1,100,4000,0.15,0.3,13,0.0628865114100091,0.7199666727980429,0.2395,0.20494556808092254,9
beta_sweep,-1,100,4000,0.15,0.3,14,0.0899095773710807,0.6851574478540852,0.2235,0.22761376181098547,3
beta_sweep,-1,100,4000,0.15,0.3,15,0.07908193083835607,0.7049806426634551,0.24075,0.23499529617327847,3
beta_sweep,-1,100,4000,0.15,0.3,16,0.07918486096738539,0.7111897715151638,0.24625,0.22086173592980154,3
beta_sweep,-1,100,4000,0.15,0.3,17,0.0643138206178544,0.7266383765452642,0.25525,0.22990440229256615,3
beta_sweep,-1,100,4000,0.15,0.3,18,0.08862358441535745,0.6901318279327407,0.2325,0.227093568294358,3
beta_sweep,-1,100,4000,0.15,0.3,19,0.07919566288798169,0.7052634970330843,0.22675,0.21009929903228905,4
beta_sweep,-1,100,4000,0.15,0.3,20,0.08452904106441782,0.6915843380355182,0.21225,0.2337426793218635,4
beta_sweep,-1,100,4000,0.15,0.3,21,0.07143938827625411,0.708400057298961,0.226,0.2130388922572249,4
beta_sweep,-1,100,4000,0.15,0.3,22,0.08394149043054862,0.6898171666237901,0.212,0.22490021635685875,5
beta_sweep,-1,100,4000,0.15,0.3,23,0.06694246700124723,0.7306125661010113,0.24825,0.21500076018074768,3
beta_sweep,-1,100,4000,0.15,0.3,24,0.077931472465318,0.7144712127173101,0.23225,0.23495464635614705,4
beta_sweep,-1,100,4000,0.15,0.3,25,0.07049176133391573,0.7183323670301562,0.23525,0.23612587311395652,5
beta_sweep,-1,100,4000,0.15,0.3,26,0.07082513291760148,0.7207706068793718,0.2515,0.2084876658589912,3
beta_sweep,-1,100,4000,0.15,0.3,27,0.06820276775889507,0.7227060002955067,0.268,0.23459450995656217,3
beta_sweep,-1,100,4000,0.15,0.3,28,0.05724033902066632,0.7462697703701964,0.3285,0.244328246673127,3
beta_sweep,-1,100,4000,0.15,0.3,29,0.06372103565250284,0.7363853072603451,0.29125,0.2613440200294315,3
beta_sweep,0,100,4000,0.15,0.3,0,0.07295450673820808,0.7527787921918984,0.32425,0.19757221482211013,3
beta_sweep,0,100,4000,0.15,0.3,1,0.07321864199335414,0.7583703978465035,0.32975,0.21125599179154567,4
beta_sweep,0,100,4000,0.15,0.3,2,0.0754369492207388,0.7462062532817603,0.288,0.210043503951498,4
beta_sweep,0,100,4000,0.15,0.3,3,0.045591343675740206,0.7938415153982922,0.40425,0.2369292219921983,4
beta_sweep,0,100,4000,0.15,0.3,4,0.0691543870921968,0.7548927048933725,0.34425,0.23877240811615555,3
beta_sweep,0,100,4000,0.15,0.3,5,0.0626763892019416,0.7613428500096443,0.299,0.21465875332254566,4
beta_sweep,0,100,4000,0.15,0.3,6,0.0764634165577843,0.7559184788411762,0.34475,0.2440366790214852,3
beta_sweep,0,100,4000,0.15,0.3,7,0.07016259669477203,0.7682623540181582,0.35825,0.26118616556967683,5
beta_sweep,0,100,4000,0.15,0.3,8,0.0573994497825351,0.7744458182074261,0.37575,0.26135674529353475,4
beta_sweep,0,100,4000,0.15,0.3,9,0.06168436958125807,0.7752227723593119,0.32275,0.21024084239863244,4
