tag,beta,epsilon,N,T,mu,seed,variance,engagement,update_rate,bimodality,n_clusters
eps_sweep,5,0.1,100,4000,0.3,6,0.07944693134643724,0.899569864838491,0.6085,0.21694535168434426,6
eps_sweep,5,0.1,100,4000,0.3,7,0.08191163584816405,0.8835689652360648,0.483,0.21307391394064806,6
eps_sweep,5,0.1,100,4000,0.3,8,0.08432327504048338,0.8914421597460026,0.53,0.21176443560358743,6
eps_sweep,5,0.1,100,4000,0.3,9,0.06356852490905707,0.900313393313551,0.6005,0.2074135137878495,5
eps_sweep,5,0.1,100,4000,0.3,10,0.0725434460699105,0.8833746801008246,0.48025,0.20927686047881927,6
eps_sweep,5,0.1,100,4000,0.3,11,0.08094244407500667,0.8940911006846806,0.56775,0.2100075697083619,6
eps_sweep,5,0.1,100,4000,0.3,12,0.06131043869650898,0.8963055361704637,0.58925,0.2041445632968456,4
eps_sweep,5,0.1,100,4000,0.3,13,0.07462658073092406,0.8912214183315544,0.53625,0.21139934603425498,6
eps_sweep,5,0.1,100,4000,0.3,14,0.06966690092611158,0.8890586007761673,0.49075,0.2154110078384473,6
eps_sweep,5,0.1,100,4000,0.3,15,0.07345830208325946,0.8906985258595344,0.5385,0.20284382636210724,6
eps_sweep,5,0.1,100,4000,0.3,16,0.08592706535971825,0.8976802520789295,0.57925,0.2168627521046921,5
eps_sweep,5,0.1,100,4000,0.3,17,0.09112920435805547,0.8882887342660536,0.4815,0.2161575884491117,7
eps_sweep,5,0.1,100,4000,0.3,18,0.0701205720295169,0.9056413756525659,0.6265,0.24846303467106612,5
eps_sweep,5,0.1,100,4000,0.3,19,0.0821366725714102,0.8923704089276565,0.5435,0.21014294780854118,5
eps_sweep,5,0.1,100,4000,0.3,20,0.08594392291504643,0.9003816979446095,0.61625,0.2140304686731105,5
eps_sweep,5,0.1,100,4000,0.3,21,0.08994160092515449,0.8837491864132865,0.498,0.21250888049706315,6
eps_sweep,5,0.1,100,4000,0.3,22,0.06944841560184473,0.9154229622906908,0.68825,0.23504854011905127,4
eps_sweep,5,0.1,100,4000,0.3,23,0.08525175842583954,0.9007119677328512,0.631,0.21360900174820086,5
eps_sweep,5,0.1,100,4000,0.3,24,0.09229597625909378,0.9140374263800394,0.673,0.23565012764781743,4
