team_acc,human_acc,ai_acc,comply_rate,over_reliance,under_reliance,final_trust,complementarity,sweep,value,p_ai,seed
0.8451666666666666,0.6519333333333334,0.8468666666666667,0.8765,0.7318241184153244,0.0973392112099504,0.8442763157894737,-0.0017000000000000348,conf_beta,1.0,0.85,5
0.8486,0.6514666666666666,0.8519333333333333,0.8780333333333333,0.7462854570013507,0.09906878472493935,0.8453125,-0.0033333333333332993,conf_beta,1.0,0.85,6
0.8441333333333333,0.6529666666666667,0.8480666666666666,0.8798333333333334,0.7529618253620008,0.09743730838770537,0.8466611842105263,-0.003933333333333344,conf_beta,1.0,0.85,7
0.8500333333333333,0.6483333333333333,0.8536,0.8781666666666667,0.7329234972677595,0.09692283661355826,0.846233552631579,-0.003566666666666718,conf_beta,1.0,0.85,8
0.8463,0.6527333333333334,0.8491333333333333,0.8773333333333333,0.7397260273972602,0.09821779068854518,0.8433552631578948,-0.0028333333333332433,conf_beta,1.0,0.85,9
0.8481333333333333,0.6478,0.8533333333333334,0.8845666666666666,0.7659090909090909,0.0950390625,0.848125,-0.0052000000000000934,conf_beta,1.0,0.85,10
0.8485,0.6523333333333333,0.8498666666666667,0.8807666666666667,0.7408969804618117,0.09452463131471603,0.8470065789473685,-0.0013666666666666272,conf_beta,1.0,0.85,11
0.8483666666666667,0.6510333333333334,0.8503666666666667,0.8785333333333334,0.7406994876364447,0.097212966955431,0.8462664473684209,-0.0020000000000000018,conf_beta,1.0,0.85,12
0.8466333333333333,0.649,0.8509,0.8776333333333334,0.7312765481779566,0.09672111881537196,0.8437335526315789,-0.004266666666666641,conf_beta,1.0,0.85,13
0.8461333333333333,0.6432333333333333,0.8516666666666667,0.8787,0.7440449438202247,0.09784735812133072,0.8450328947368421,-0.00553333333333339,conf_beta,1.0,0.85,14
0.845,0.6448,0.8494,0.8784666666666666,0.7485613103142984,0.09850090259791225,0.8449013157894737,-0.0044000000000000705,conf_beta,1.0,0.85,15
0.8462,0.6488,0.8515333333333334,0.8833333333333333,0.7557251908396947,0.0944179127847804,0.8466940789473685,-0.005333333333333412,conf_beta,1.0,0.85,16
0.8473666666666667,0.6483666666666666,0.8521666666666666,0.8816666666666667,0.7463359639233371,0.09485624877762566,0.8460855263157896,-0.0047999999999999154,conf_beta,1.0,0.85,17
0.8476666666666667,0.6566333333333333,0.8489666666666666,0.8764333333333333,0.7331714853233282,0.09808001884644077,0.8445394736842105,-0.0012999999999999678,conf_beta,1.0,0.85,18
0.8470666666666666,0.6498,0.8486333333333334,0.8833,0.7504954855758643,0.09301229427707294,0.8444736842105263,-0.0015666666666667162,conf_beta,1.0,0.85,19
0.7705,0.6498666666666667,0.7494333333333333,0.7801333333333333,0.6127444459225755,0.163901614553218,0.7450657894736841,0.021066666666666678,conf_beta,1.5,0.75,0
0.7725666666666666,0.6499,0.7504333333333333,0.7791333333333333,0.6070522238546815,0.1636387864789233,0.7472697368421053,0.022133333333333338,conf_beta,1.5,0.75,1
0.7700333333333333,0.6503333333333333,0.751,0.7808333333333334,0.6157965194109772,0.1644474034620506,0.7463651315789473,0.019033333333333347,conf_beta,1.5,0.75,2
0.7724333333333333,0.652,0.7525,0.7839666666666667,0.6173737373737374,0.16124031007751938,0.7464638157894737,0.01993333333333336,conf_beta,1.5,0.75,3
0.7736,0.6485,0.752,0.7874333333333333,0.6147849462365591,0.15562943262411347,0.7499835526315789,0.021599999999999953,conf_beta,1.5,0.75,4
0.7713333333333333,0.6487333333333334,0.7490333333333333,0.7871333333333334,0.618940098286625,0.1565128387699702,0.7474671052631581,0.022299999999999986,conf_beta,1.5,0.75,5
